62,344633
58,412503
196,429386
117,331641
112,391609
15,417643
92,371954
302,435759
133,388317
250,333122
325,466492
266,484663
314,498957
99,358590
108,354721
135,343959
249,540090
69,343516
25,508899
175,333013
274,462503
114,374896
281,461531
55,336730
347,427042
346,342795
194,485548
48,464077
342,462469
30,374390
46,381213
27,458616
242,434789
296,406611
58,364999
341,509509
84,378088
170,374150
84,407578
248,393526
250,489474
294,461719
165,395475
357,405825
337,380192
181,417460
153,305523
16,410459
70,461722
244,382101
85,390959
21,406176
287,489567
107,421980
217,432112
253,463407
77,407496
51,378051
215,451080
275,394055
271,374947
232,397062
264,473730
324,435911
285,468108
351,401289
171,370677
245,420535
121,328731
65,381755
266,460476
257,355564
180,309652
343,377773
216,489739
138,306100
304,407187
334,520067
246,427507
266,456980
222,383363
229,378829
246,483147
125,367124
321,326187
345,378450
245,497569
91,458010
260,427092
234,383504
298,551574
303,463982
362,275470
246,416560
300,531137
365,345037
168,400140
136,338247
333,363162
3,301398
283,480744
294,483326
111,411777
302,434165
5,278667
147,391002
206,391087
335,361505
308,492982
71,389756
155,360758
142,377494
298,411917
306,499637
322,463682
320,501397
44,384488
139,439289
128,332810
118,469500
332,372021
355,342651
113,396662
234,395280
98,378181
26,496034
230,408281
17,375027
260,433306
15,439779
101,359066
127,356497
199,414417
298,372923
251,357475
230,457541
21,412173
317,391723
167,365045
156,384234
273,444300
174,302693
283,390353
119,270399
172,364211
159,320976
32,323949
278,522404
145,363549
106,447618
188,331802
191,406139
109,513501
176,434856
261,411892
56,402181
87,416216
256,445785
37,377950
76,335589
182,266276
277,574530
157,348629
47,319067
239,437048
363,345296
262,394754
275,429914
96,448361
205,440162
337,468729
227,473932
160,461698
95,486921
274,411731
11,356840
15,419164
215,503977
91,394043
182,439423
179,293436
207,376429
208,449804
50,365267
35,425449
53,318981
45,347615
348,476827
42,458644
235,405427
99,359645
81,378262
255,429066
350,466443
76,430414
148,422243
159,387034
344,420162
237,449009
304,462065
347,507033
184,358251
43,391321
150,348819
14,390324
166,329661
129,321490
121,319157
175,448579
163,375036
361,417499
238,433299
33,344527
211,462670
131,283148
176,347552
275,432430
39,516116
300,385103
140,380992
222,495859
32,395378
30,399044
70,401855
222,346991
296,442200
339,230255
1,303923
184,409501
67,390337
199,374858
299,547177
342,159766
289,433321
223,369331
80,437673
284,534441
231,435309
68,436244
161,355724
148,343476
99,401123
79,367959
334,341323
336,431985
295,428366
289,399704
360,388542
259,452157
309,472383
252,501335
97,365190
8,339355
2,339450
257,500928
14,456564
362,406769
231,439936
292,496525
247,436246
323,434350
67,359918
217,329787
45,348325
307,366255
339,359180
92,381354
201,496516
278,344634
228,506831
270,399821
317,394363
69,428675
320,350399
29,379756
79,389171
40,439304
259,495438
333,423113
144,317615
289,413376
68,326669
318,386982
140,434391
316,419655
191,413205
49,382598
308,471732
319,459094
129,317591
94,360689
158,350450
112,466592
363,302878
215,261187
241,390266
116,300961
182,365953
235,376314
339,457026
105,410912
223,489262
116,320607
188,486884
2,311730
45,442084
218,415919
227,403641
5,205192
208,356542
219,388607
193,366158
356,447947
315,446126
39,376593
204,463614
109,342943
62,428785
351,442656
357,473611
248,473210
227,381384
338,418863
119,441040
261,419268
89,288557
145,291540
267,467018
65,411856
132,441620
224,435894
173,458597
110,306087
44,359986
265,498870
61,310480
10,419889
335,483380
195,330195
108,450849
177,367579
341,282087
263,407342
238,442222
206,434856
280,502757
210,444543
111,478607
145,445799
337,414039
255,395607
247,401677
331,421128
177,378451
186,348433
90,414289
265,391677
88,365206
240,432452
212,428122
37,398633
7,297167
179,275555
252,463486
343,78133
180,226837
38,425989
56,449110
361,343251
326,549967
134,380357
136,380140
352,448517
152,453428
218,432969
10,350458
190,388394
120,408333
352,419698
105,451216
98,416770
118,362215
229,515834
242,400483
90,467301
164,374211
134,338709
201,428004
326,367992
197,449368
21,447350
133,422389
276,385469
59,346670
307,512342
170,385566
7,254228
12,460986
223,419629
334,526748
174,456003
187,445861
164,357482
162,392078
28,400785
241,407304
267,443492
61,494320
258,394757
20,427829
282,407035
34,275078
151,348541
119,378290
312,522080
271,544519
247,411771
160,403878
155,405923
323,447258
317,410641
35,242393
206,381578
165,344310
24,361705
220,385842
243,507619
200,363431
143,345235
336,435369
211,401806
46,349883
258,469283
313,455297
209,353145
327,343066
16,396958
26,333589
152,308763
19,330215
305,554906
292,383944
193,364462
268,425909
271,440170
358,429653
261,414170
126,309307
279,507907
51,359630
310,448513
105,375619
225,472199
343,452108
197,425743
87,358090
237,508104
345,405581
360,363454
284,429016
73,366862
309,444233
106,371738
88,467371
122,320951
9,340109
71,445571
63,454041
18,501276
236,469017
314,466020
307,487022
290,398150
23,377374
213,435163
31,370177
270,377462
210,420585
274,440246
220,378073
219,336173
267,440403
79,379473
187,358759
255,397259
342,472440
13,458701
345,399654
303,428124
338,383326
61,441582
353,396367
340,327655
257,514893
120,368359
34,296309
121,352785
37,219830
13,482660
152,389728
127,389266
213,368774
180,254353
311,431831
352,396473
101,325578
239,483245
153,453515
169,404755
111,339972
53,392409
164,398703
256,483916
221,413311
131,357435
129,364236
3,276253
299,348700
154,390844
76,481635
329,428485
22,391440
25,398882
25,350832
349,379156
211,425776
315,424783
62,469494
168,350449
100,367802
95,342012
297,384571
123,376328
236,523936
349,482037
147,324402
312,399059
254,390407
116,503100
6,167893
264,355531
253,388318
96,320999
91,368086
233,400088
3,323916
286,389644
248,374952
216,298191
191,390058
84,456070
42,394591
82,432672
82,291791
322,481968
221,336652
86,370539
27,346550
311,400055
54,443933
120,302022
109,382996
80,320177
126,368367
54,486697
36,244016
124,359028
205,409188
74,339332
354,511172
11,494266
355,515540
86,374278
148,391642
193,473409
57,384089
314,372128
60,390105
310,439480
328,478790
48,427717
290,374820
41,337966
9,355205
183,324990
272,392300
190,441878
158,349537
113,450763
22,437220
55,419288
209,501694
0,284166
83,402648
346,462238
80,328405
324,424564
104,464358
13,350864
360,348516
103,488834
172,341393
48,339631
100,349716
293,366816
170,416403
325,393400
126,415610
41,458620
66,366660
130,305068
284,366751
295,456983
161,466725
217,472420
41,422421
198,398725
97,337791
23,382226
313,503515
319,491375
90,324835
326,410477
32,333746
81,321694
364,382014
245,446132
231,466666
332,464225
185,402696
194,413866
178,313544
144,327187
236,349289
359,384324
39,345462
330,415624
81,509530
202,498857
172,447090
26,451092
210,482348
64,387361
189,468089
146,386930
52,355018
5,238646
276,462771
97,426440
331,394699
95,378594
17,370299
36,358723
115,352110
130,316240
177,350404
149,353411
2,290514
143,321006
192,430757
128,346943
103,442543
234,454120
130,402490
242,544063
263,540202
167,325670
187,474158
17,441365
303,397691
151,440096
285,516535
123,300429
233,437492
125,414649
207,504156
295,425288
69,471818
189,388863
85,366376
354,419629
213,400833
212,419994
28,414005
181,304176
77,381537
24,371715
33,347711
85,436891
64,386939
306,347834
349,478124
270,543175
38,366012
78,431529
30,364949
169,436616
363,359958
6,188254
36,409243
59,435721
331,382517
348,490852
50,402435
184,374240
225,441232
203,439869
186,348740
175,405656
252,391827
167,457123
123,332559
353,450487
290,485008
237,373217
127,325712
29,440620
100,393656
57,424682
141,370323
288,452981
162,375854
162,447126
316,420796
66,441193
287,442185
228,423198
264,506025
221,371418
325,381114
272,444077
305,372868
72,377804
171,350162
335,495971
292,539176
214,340824
332,336849
166,460247
282,412152
262,472041
347,385187
328,476995
96,427332
59,348560
358,460052
209,451185
142,364860
33,298385
329,413853
146,291897
204,401458
300,446842
107,365148
135,376662
174,401014
173,407202
251,505056
312,395790
133,314436
330,409453
75,315861
333,533783
249,371411
20,469687
353,395090
168,449192
140,338325
102,393050
155,422448
88,319555
228,397628
49,406649
241,475789
301,366435
122,322442
362,316171
89,412691
29,390235
14,418508
250,526282
355,507732
364,312831
348,341481
31,347002
114,430611
154,343574
65,363272
232,439371
73,461858
160,322468
83,333626
224,483979
310,413644
253,432491
235,527537
125,286052
132,381052
86,409584
195,487104
258,508415
351,454108
47,446987
110,486929
361,328848
104,428139
203,477219
124,410496
93,367890
294,442084
151,330690
202,443026
82,489982
137,419353
280,427632
205,393684
346,382105
92,435417
101,402953
131,419858
137,335299
44,402189
163,399110
150,397765
336,477984
128,357998
42,384371
322,448611
273,444864
226,406035
67,500873
58,373793
4,323696
50,372002
263,390280
239,444948
12,509016
288,469975
203,388008
315,477678
244,461547
232,473044
4,248803
202,329144
190,411370
278,510351
0,405293
138,444148
102,492576
166,403824
124,287726
134,405997
262,377158
288,436716
350,411899
327,485504
64,434802
260,481424
171,410483
305,385267
344,431486
24,460972
122,352389
8,384346
327,512218
72,366184
114,374100
11,385155
47,491482
293,549191
1,319649
75,459236
283,381739
149,376465
185,357125
40,328811
113,383524
229,479580
212,392922
273,483841
192,373447
18,352855
153,397815
136,335237
12,347163
74,400212
176,393186
338,135500
